venue_id,venue_name,city,country,country_code,timezone,complex_id
sr:venue:70045,Cancha Central,Santiago,CHILE,CHL,America/Santiago,sr:complex:705
sr:venue:74856,Centre Court,Seville,SPAIN,ESP,Europe/Madrid,sr:complex:1078
sr:venue:74858,Court One,Seville,SPAIN,ESP,Europe/Madrid,sr:complex:1078
sr:venue:62149,Sibur Arena,Saint Petersburg,RUSSIAN FEDERATION,RUS,Europe/Moscow,sr:complex:1495
sr:venue:1500,CENTER COURT,Saint Petersburg,RUSSIAN FEDERATION,RUS,Europe/Moscow,sr:complex:1495
sr:venue:62153,TC Dynamo,Saint Petersburg,RUSSIAN FEDERATION,RUS,Europe/Moscow,sr:complex:1495
sr:venue:1496,Court 1,Saint Petersburg,RUSSIAN FEDERATION,RUS,Europe/Moscow,sr:complex:1495
sr:venue:57912,Central,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:2375
sr:venue:77423,Campo 1,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:2375
sr:venue:77437,Campo 8,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:2375
sr:venue:70807,Campo 4,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:2375
sr:venue:70805,Campo 3,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:2375
sr:venue:13916,Court 6,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:55223,Court 2,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:55221,Court 1,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:86772,Ridera Court,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:13942,Court 4,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:13912,Centre Court,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:13914,Court 3,Ostrava,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:5526
sr:venue:77279,Table 5,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77277,Table 4,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77283,Table 7,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77281,Table 6,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77271,Table 1,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77285,Table 8,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77275,Table 3,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:77273,Table 2,Varazdin,CROATIA,HRV,Europe/Zagreb,sr:complex:6310
sr:venue:74264,Court 1,Dusseldorf,GERMANY,DEU,Europe/Berlin,sr:complex:6322
sr:venue:74266,Center Court,Dusseldorf,GERMANY,DEU,Europe/Berlin,sr:complex:6322
sr:venue:74260,Court 3,Dusseldorf,GERMANY,DEU,Europe/Berlin,sr:complex:6322
sr:venue:74262,Court 2,Dusseldorf,GERMANY,DEU,Europe/Berlin,sr:complex:6322
sr:venue:2146,Court 1,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:6484
sr:venue:30567,Court Central,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:6484
sr:venue:30569,Court 2,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:6484
sr:venue:19477,Court Patrice Dominguez,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:6484
sr:venue:39934,Court 3,Montpellier,FRANCE,FRA,Europe/Paris,sr:complex:6484
sr:venue:74195,Center Court,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:66107,Court 2,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:70605,Court 5,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:66109,Court 3,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:66111,Court 4,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:74197,Court 1,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:6890
sr:venue:83356,Court 2,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:83358,Court 3,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:72569,Pista 3,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:72571,Pista 4,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:72565,Pista Cental,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:72567,Pista 2,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:83354,Centre Court,Malaga,SPAIN,ESP,Europe/Madrid,sr:complex:7048
sr:venue:85170,Center Court,Athens,GREECE,GRC,Europe/Athens,sr:complex:7242
sr:venue:85168,Grandstand,Athens,GREECE,GRC,Europe/Athens,sr:complex:7242
sr:venue:86200,Center court,Miami,UNITED STATES,USA,America/New_York,sr:complex:8115
sr:venue:23352,Court 3,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:9725
sr:venue:23354,Court 4,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:9725
sr:venue:17758,Court 1,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:9725
sr:venue:23356,Court 2,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:9725
sr:venue:17756,Center Court,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:9725
sr:venue:74546,Court 1,Rouen,FRANCE,FRA,Europe/Paris,sr:complex:10063
sr:venue:66889,Center Court,Rouen,FRANCE,FRA,Europe/Paris,sr:complex:10063
sr:venue:66925,Amelie Mauresmo,Rouen,FRANCE,FRA,Europe/Paris,sr:complex:10063
sr:venue:66979,Celine Dumerc,Rouen,FRANCE,FRA,Europe/Paris,sr:complex:10063
sr:venue:67861,Cancha 2,Temuco,CHILE,CHL,America/Santiago,sr:complex:11769
sr:venue:67863,Cancha 3,Temuco,CHILE,CHL,America/Santiago,sr:complex:11769
sr:venue:67857,Cancha Central,Temuco,CHILE,CHL,America/Santiago,sr:complex:11769
sr:venue:67859,Cancha 1,Temuco,CHILE,CHL,America/Santiago,sr:complex:11769
sr:venue:30469,Indoor 3,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:39842,Court 14,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:39773,Court 23,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:58692,Court 12,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:30465,Indoor 1,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:39844,Court 15,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:30467,Indoor 2,Lyon,FRANCE,FRA,Europe/Paris,sr:complex:12241
sr:venue:16880,Central Court,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:23652,La Foret 2,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:66105,Court 1,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:66137,La Foret 4,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:15010,La Foret 3,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:66139,La Foret 1,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:70603,Court 2,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:15014
sr:venue:67869,Court 2,Andria,ITALY,ITA,Europe/Rome,sr:complex:15371
sr:venue:67871,Court 3,Andria,ITALY,ITA,Europe/Rome,sr:complex:15371
sr:venue:68095,Campo Tato Paride,Andria,ITALY,ITA,Europe/Rome,sr:complex:15371
sr:venue:68097,Campo Arpex,Andria,ITALY,ITA,Europe/Rome,sr:complex:15371
sr:venue:28373,Tcsb 3,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:62697,Court Steredenn,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:16022,Atg 3,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:18015,Atg 4,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:28371,Tcsb 4,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:80523,Court TCSB,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:86972,Court Mairie de Saint-Brieuc,Saint-Brieuc,FRANCE,FRA,Europe/Paris,sr:complex:16020
sr:venue:14874,Court Limak Enerji,Istanbul,TURKIYE,TUR,Europe/Istanbul,sr:complex:16069
sr:venue:77411,Court 1,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:16612
sr:venue:77413,Court 2,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:16612
sr:venue:1765,Centre Court,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:16612
sr:venue:86696,Court 2,Manila,PHILIPPINES,PHL,Asia/Manila,sr:complex:17869
sr:venue:86692,CENTER,Manila,PHILIPPINES,PHL,Asia/Manila,sr:complex:17869
sr:venue:17694,Court 1,Manila,PHILIPPINES,PHL,Asia/Manila,sr:complex:17869
sr:venue:15644,Court 3,Rotterdam,NETHERLANDS,NLD,Europe/Brussels,sr:complex:17945
sr:venue:3696,Court 2,Rotterdam,NETHERLANDS,NLD,Europe/Brussels,sr:complex:17945
sr:venue:1648,Court 1,Rotterdam,NETHERLANDS,NLD,Europe/Brussels,sr:complex:17945
sr:venue:22854,Centre Court,Rotterdam,NETHERLANDS,NLD,Europe/Brussels,sr:complex:17945
sr:venue:66121,Centre Court,London,ENGLAND,ENG,Europe/London,sr:complex:18201
sr:venue:39715,Center Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:21412,INA Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:18227,Kala Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:18225,Cockta Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:18223,Cedevita Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:21422,Raiffeisen Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:39717,Court 1,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:30195,Lukas Court,Bol,CROATIA,HRV,Europe/Zagreb,sr:complex:18221
sr:venue:1696,Court 1,Monterrey,MEXICO,MEX,America/Mexico_City,sr:complex:19737
sr:venue:62341,Court 4,Monterrey,MEXICO,MEX,America/Mexico_City,sr:complex:19737
sr:venue:1695,Center Court,Monterrey,MEXICO,MEX,America/Mexico_City,sr:complex:19737
sr:venue:83763,Estadio,Monterrey,MEXICO,MEX,America/Mexico_City,sr:complex:19737
sr:venue:83765,Grandstand,Monterrey,MEXICO,MEX,America/Mexico_City,sr:complex:19737
sr:venue:1521,Court 1,Paris,FRANCE,FRA,Europe/Paris,sr:complex:19951
sr:venue:1520,Court Central,Paris,FRANCE,FRA,Europe/Paris,sr:complex:19951
sr:venue:21868,Next Gen Arena,Umag,CROATIA,HRV,Europe/Zagreb,sr:complex:21870
sr:venue:1939,Court 1,Gstaad,SWITZERLAND,CHE,Europe/Zurich,sr:complex:21910
sr:venue:1938,Roy Emerson Arena,Gstaad,SWITZERLAND,CHE,Europe/Zurich,sr:complex:21910
sr:venue:1953,Sportzentrum 1,Gstaad,SWITZERLAND,CHE,Europe/Zurich,sr:complex:21910
sr:venue:2461,Sportzentrum 3,Gstaad,SWITZERLAND,CHE,Europe/Zurich,sr:complex:21910
sr:venue:83286,Center Court,Gstaad,SWITZERLAND,CHE,Europe/Zurich,sr:complex:21910
sr:venue:61253,Court 1,Brest,FRANCE,FRA,Europe/Paris,sr:complex:23576
sr:venue:47512,Center Court,Brest,FRANCE,FRA,Europe/Paris,sr:complex:23576
sr:venue:17082,Arena Center Court,Brest,FRANCE,FRA,Europe/Paris,sr:complex:23576
sr:venue:17098,Arena Annexe,Brest,FRANCE,FRA,Europe/Paris,sr:complex:23576
sr:venue:33908,Court 3,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:1730,Court 7,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:1729,Court 1,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:1728,Centre Court,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:28357,Court 2,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:57732,Estadio Manolo Santana,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:62731,Court 9,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:62729,Court 8,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:33916,Court 4,Marbella,SPAIN,ESP,Europe/Madrid,sr:complex:26983
sr:venue:2595,Astana,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:31557,Court 9,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:32005,Indoor Center Court,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:14620,Center Court,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:14622,Court 1,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:43100,Court 5,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:18439,Court 4,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:14624,Court 2,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:14626,Court 3,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:14628,Court 6,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:1383,Astana Arena,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:59164,Indoor Court 3,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:26985
sr:venue:75825,Court 2,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:68977,Court 6,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:68975,Court 1,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:25296,Court 7,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:25218,Court 4,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:25298,Court 5,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:25292,Centre Court,Canberra,AUSTRALIA,AUS,Australia/ACT,sr:complex:27093
sr:venue:59476,Center Court,Cluj Napoca,ROMANIA,ROU,Europe/Bucharest,sr:complex:27095
sr:venue:59478,Court 2,Cluj Napoca,ROMANIA,ROU,Europe/Bucharest,sr:complex:27095
sr:venue:81847,Center Court,Frisco,UNITED STATES,USA,America/Chicago,sr:complex:27697
sr:venue:81849,Grandstand,Frisco,UNITED STATES,USA,America/Chicago,sr:complex:27697
sr:venue:14846,Center Court,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:14848,Court 1,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:66059,Centrale,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:14850,Court 2,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:66061,Campo 1,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:14852,Campo 3,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:58754,Court 4,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:66063,Campo 2,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:58750,Court 3,Genoa,ITALY,ITA,Europe/Rome,sr:complex:28457
sr:venue:30921,Court 4,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:16273,Court 3,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:77441,Centre Court,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:2345,Court 2,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:1766,Court 1,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:2421,Court 18,Stuttgart,GERMANY,DEU,Europe/Berlin,sr:complex:28617
sr:venue:73245,Court 4,Copenhagen,DENMARK,DNK,Europe/Copenhagen,sr:complex:28926
sr:venue:73241,Court 2,Copenhagen,DENMARK,DNK,Europe/Copenhagen,sr:complex:28926
sr:venue:73243,Court 3,Copenhagen,DENMARK,DNK,Europe/Copenhagen,sr:complex:28926
sr:venue:73239,Court 1,Copenhagen,DENMARK,DNK,Europe/Copenhagen,sr:complex:28926
sr:venue:31685,Court 3,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31687,Show court,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31689,Court 4,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:13904,Centre Court,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31947,Court 6,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:13906,Court 2,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:15298,Court 1,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31951,Court 7,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31953,Court 5,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:31955,Court 8,Taipei,CHINESE TAIPEI,TPE,Asia/Taipei,sr:complex:32327
sr:venue:84137,Center Court,Shenzhen,CHINA,CHN,Asia/Shanghai,sr:complex:32668
sr:venue:71443,Court 4,Kallang,SINGAPORE,SGP,Asia/Singapore,sr:complex:32812
sr:venue:71441,Court 3,Kallang,SINGAPORE,SGP,Asia/Singapore,sr:complex:32812
sr:venue:57252,Court 1,Kallang,SINGAPORE,SGP,Asia/Singapore,sr:complex:32812
sr:venue:71439,Court 2,Kallang,SINGAPORE,SGP,Asia/Singapore,sr:complex:32812
sr:venue:15250,Centre Court,Kallang,SINGAPORE,SGP,Asia/Singapore,sr:complex:32812
sr:venue:1666,Court 1,Marseille,FRANCE,FRA,Europe/Paris,sr:complex:33186
sr:venue:1665,Central,Marseille,FRANCE,FRA,Europe/Paris,sr:complex:33186
sr:venue:38311,Court 2,Marseille,FRANCE,FRA,Europe/Paris,sr:complex:33186
sr:venue:68305,Court Central,Madrid,SPAIN,ESP,Europe/Madrid,sr:complex:33188
sr:venue:56692,Pista 3,Madrid,SPAIN,ESP,Europe/Madrid,sr:complex:33188
sr:venue:56690,Pista 2,Madrid,SPAIN,ESP,Europe/Madrid,sr:complex:33188
sr:venue:21642,Court 5,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1900,Court 17,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1894,Court 18,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1893,Court 16,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1892,Court 15,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1891,Court 14,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1890,Court 13,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1889,Court 11,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1856,Court 12,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1888,Court 8,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1855,Court 3,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1887,Court 7,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1886,Court 6,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1884,Court 4,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:21634,Court 2,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1849,Court 10,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1848,Court 9,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1846,Court 1,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:19070,Centre Court,London,ENGLAND,ENG,Europe/London,sr:complex:33190
sr:venue:1811,Court 8,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1522,Court 2,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1810,Court 7,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1809,Court 6,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:84019,CNE A,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1830,Court 5,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1829,Court 4,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1828,Court 3,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1827,Court Suzanne Lenglen,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1826,Court Philippe Chatrier,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1819,Court 16,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1818,Court 15,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:84021,CNE B,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1817,Court 14,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1816,Court 13,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1815,Court 12,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:39589,Court Simonne Mathieu,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1814,Court 11,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1813,Court 10,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1812,Court 9,Paris,FRANCE,FRA,Europe/Paris,sr:complex:33192
sr:venue:1586,Rod Laver Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1584,Court 15,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1582,Court 13,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1580,Court 9,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1578,Court 10,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1576,Court 7,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1574,Court 5,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:10538,Court 22,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1572,ANZ Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:10536,Court 20,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:57064,Court 16,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:57072,Court 17,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1591,Court 19,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1589,1573 Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1587,John Cain Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1583,Court 14,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1581,Court 12,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1579,Court 11,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1577,Court 8,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1575,Court 6,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1573,Court 4,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:61865,Kia Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1592,Court 21,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1590,Court 18,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:1588,Margaret Court Arena,Melbourne,AUSTRALIA,AUS,Australia/Melbourne,sr:complex:33196
sr:venue:23520,Indoor West,Shanghai,CHINA,CHN,Asia/Shanghai,sr:complex:33198
sr:venue:2579,Court 3,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:2577,Court 2,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:2575,Center Court,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:2583,Court 5,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:16760,Stadium,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:2581,Court 4,Winston-Salem,UNITED STATES,USA,America/New_York,sr:complex:33200
sr:venue:61851,Centre Court,Adelaide,AUSTRALIA,AUS,Australia/South,sr:complex:33206
sr:venue:61817,Court 4,Adelaide,AUSTRALIA,AUS,Australia/South,sr:complex:33206
sr:venue:49715,Show Court 1,Adelaide,AUSTRALIA,AUS,Australia/South,sr:complex:33206
sr:venue:49717,Court 2,Adelaide,AUSTRALIA,AUS,Australia/South,sr:complex:33206
sr:venue:49719,Court 3,Adelaide,AUSTRALIA,AUS,Australia/South,sr:complex:33206
sr:venue:8563,AJC Grandstand Court,Atlanta,UNITED STATES,USA,America/New_York,sr:complex:33208
sr:venue:1926,Court 2,Atlanta,UNITED STATES,USA,America/New_York,sr:complex:33208
sr:venue:1925,Court 1,Atlanta,UNITED STATES,USA,America/New_York,sr:complex:33208
sr:venue:1924,Stadium Court,Atlanta,UNITED STATES,USA,America/New_York,sr:complex:33208
sr:venue:21864,Center Court 1,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
sr:venue:83182,Court 6,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
sr:venue:21866,Center Court 2,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
sr:venue:83298,Indoor Court 1,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
sr:venue:18401,Stadium,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
sr:venue:1912,Court 2,Newport,UNITED STATES,USA,America/New_York,sr:complex:33210
